http://data.esante.gouv.fr/NUVA#VAC0134;VAC0134;;http://data.esante.gouv.fr/whocc/atc/J07AN01;J07AN01;;exactMatch;Manuel;Validé
http://data.esante.gouv.fr/NUVA#VAC0162;VAC0162;;http://data.esante.gouv.fr/whocc/atc/J07AD01;J07AD01;;exactMatch;Manuel;Validé
http://data.esante.gouv.fr/NUVA#VAC0867;VAC0867;;http://data.esante.gouv.fr/whocc/atc/J06AA01;J06AA01;;exactMatch;Manuel;Validé
http://data.esante.gouv.fr/NUVA#VAC0862;VAC0862;;http://data.esante.gouv.fr/whocc/atc/J06BB14;J06BB14;;exactMatch;Manuel;Validé
http://data.esante.gouv.fr/NUVA#VAC0825;VAC0825;;http://data.esante.gouv.fr/whocc/atc/J07BC20;J07BC20;;exactMatch;Manuel;Validé
http://data.esante.gouv.fr/NUVA#VAC0820;VAC0820;;http://data.esante.gouv.fr/whocc/atc/J07BB01;J07BB01;;exactMatch;Manuel;Validé
http://data.esante.gouv.fr/NUVA#VAC0158;VAC0158;;http://data.esante.gouv.fr/whocc/atc/J07BH01;J07BH01;;exactMatch;Manuel;Validé
http://data.esante.gouv.fr/NUVA#VAC0153;VAC0153;;http://data.esante.gouv.fr/whocc/atc/J07BE01;J07BE01;;exactMatch;Manuel;Validé
http://data.esante.gouv.fr/NUVA#VAC0858;VAC0858;;http://data.esante.gouv.fr/whocc/atc/J07BM02;J07BM02;;exactMatch;Manuel;Validé
http://data.esante.gouv.fr/NUVA#VAC0111;VAC0111;;http://data.esante.gouv.fr/whocc/atc/J07BL01;J07BL01;;exactMatch;Manuel;Validé
http://data.esante.gouv.fr/NUVA#VAC0798;VAC0798;;http://data.esante.gouv.fr/whocc/atc/J07AG53;J07AG53;;exactMatch;Manuel;Validé
http://data.esante.gouv.fr/NUVA#VAC0149;VAC0149;;http://data.esante.gouv.fr/whocc/atc/J07AH06;J07AH06;;exactMatch;Manuel;Validé
http://data.esante.gouv.fr/NUVA#VAC0144;VAC0144;;http://data.esante.gouv.fr/whocc/atc/J07AE01;J07AE01;;exactMatch;Manuel;Validé
http://data.esante.gouv.fr/NUVA#VAC1043;VAC1043;;http://data.esante.gouv.fr/whocc/atc/J07BN04;J07BN04;;exactMatch;Manuel;Validé
http://data.esante.gouv.fr/NUVA#VAC0881;VAC0881;;http://data.esante.gouv.fr/whocc/atc/J07BA03;J07BA03;;exactMatch;Manuel;Validé
http://data.esante.gouv.fr/NUVA#VAC0102;VAC0102;;http://data.esante.gouv.fr/whocc/atc/J07BC02;J07BC02;;exactMatch;Manuel;Validé
http://data.esante.gouv.fr/NUVA#VAC0807;VAC0807;;http://data.esante.gouv.fr/whocc/atc/J07AE51;J07AE51;;exactMatch;Manuel;Validé
http://data.esante.gouv.fr/NUVA#VAC0599;VAC0599;;http://data.esante.gouv.fr/whocc/atc/J07CA11;J07CA11;;exactMatch;Manuel;Validé
